item_activity,amount,date,farm_owner_id
cow Investment,7142.12,17/02/24,37
cow Harvest,9606.14,17/08/23,89
cows Investment,8116.7,05/01/24,46
rice Investment,3184.69,21/03/22,35
wheat Harvest,8388.53,07/04/24,62
sugarcane Harvest,5883.87,24/07/23,30
goat Investment,9052.21,26/05/24,95
fertilizer spreader Harvest,4730.45,18/04/24,77
coffee Harvest,7190.47,26/03/23,44
hen Investment,7024.56,22/11/23,38
fertilizer spreader Investment,7042.53,15/06/23,76
cotton Investment,9364.97,21/03/24,99
rice Investment,1296.57,28/07/23,44
irrigation system Investment,969.65,08/01/22,69
seed drill Investment,2783.08,21/01/22,81
cow Investment,6144.05,03/04/22,54
irrigation system Harvest,1215.15,18/01/23,17
sprayer Harvest,1292.93,19/04/22,94
rice Harvest,5838.77,27/10/22,17
rubber Investment,4297.08,11/12/22,34
tea Investment,6565.83,25/06/22,5
fruit Harvest,7992.87,17/05/22,10
poultry Harvest,8688.76,19/10/22,70
wheat Investment,6246.66,15/11/23,83
seed drill Harvest,827.59,29/03/23,55
wheat Harvest,3353.24,14/11/22,75
tea Investment,1463.23,08/03/24,87
fertilizer spreader Investment,7011.78,17/05/22,97
coffee Investment,1073.39,23/01/22,24
vegetable Harvest,3675.33,10/09/23,46
cows Harvest,2804.26,19/02/23,85
buffalo Investment,7210.36,17/10/22,11
rice Harvest,5525.09,13/01/22,86
horse Investment,5612.5,31/01/22,25
sprayer Investment,453.89,10/12/23,32
sprayer Investment,3104.22,06/07/23,76
hen Investment,2819.44,04/02/23,82
cows Harvest,1091.27,20/03/22,17
goat Harvest,6679.94,12/10/22,97
coffee Harvest,7560.3,14/11/22,79
fish Investment,1089.8,22/07/22,98
hen Harvest,3317.99,23/02/22,54
sheep Investment,297.42,23/09/22,19
groundnut Harvest,2956.29,23/12/23,16
fish Investment,7901.04,05/12/22,51
turkey Harvest,8142.7,02/04/22,2
cotton Investment,8810.45,10/03/22,69
vegetable Investment,9261.89,07/05/23,81
irrigation system Harvest,5984.6,29/01/24,9
vegetable Harvest,635.41,28/04/24,54
turkey Harvest,1827.06,17/11/22,30
seed drill Investment,1801.86,24/07/23,36
goats Harvest,5007.47,26/02/23,37
goat Harvest,5520.08,12/11/23,7
harvester Investment,5706.94,20/07/22,33
sprayer Harvest,4256.87,01/09/23,86
tractor Harvest,6664.43,12/12/22,99
seed drill Investment,9114.89,22/05/23,6
sheep Investment,5728.35,20/02/22,39
maize Investment,5420.06,23/05/22,61
hen Harvest,4853.96,18/12/23,94
coconut Investment,391.41,25/06/22,25
turkey Investment,4593.9,01/07/22,77
horse Harvest,4945.33,21/04/24,38
tractor Harvest,6811.12,30/05/23,88
irrigation system Investment,5980.39,16/08/23,13
goat Investment,5904.3,19/04/23,80
cow Harvest,9341.69,16/03/23,98
groundnut Harvest,4371.2,08/08/22,22
turkey Harvest,264.19,31/12/23,63
sugarcane Harvest,1889.08,05/03/22,32
hen Investment,4144.07,30/01/23,19
turkey Investment,8849.51,08/10/23,100
millets Investment,3807.56,26/05/24,62
maize Harvest,1828.91,17/01/23,3
groundnut Harvest,5359.87,07/01/24,24
maize Investment,6237.9,17/02/22,49
poultry Investment,5799.93,30/04/22,23
duck Harvest,8746.45,03/02/22,93
vegetable Investment,1405.84,06/04/24,55
harvester Harvest,5051.62,14/06/22,1
coffee Investment,664.6,15/04/23,71
hen Harvest,8058.34,15/01/22,71
vegetable Investment,1998.94,08/03/23,57
millets Investment,5474.09,20/09/22,25
tea Harvest,1444.18,28/01/23,11
rice Harvest,2881.08,29/04/22,85
pulses Investment,975.38,14/03/24,86
tea Investment,7462.95,22/04/24,59
tea Investment,2373.05,19/08/22,24
sugarcane Harvest,3919.8,07/03/22,70
tea Investment,1690.67,18/07/22,23
cow Harvest,7801.13,10/06/23,24
sugarcane Investment,6906.6,28/07/23,23
cow Harvest,9556.62,06/07/23,49
fertilizer spreader Harvest,3081.6,17/04/24,85
rice Harvest,2986.94,06/11/22,100
rice Harvest,3266.91,06/05/24,87
cotton Investment,3529.87,14/05/24,65
buffalo Investment,9538.7,19/09/22,7
duck Harvest,3933.42,08/10/22,61
cow Harvest,8482.33,11/02/22,3
harvester Harvest,5313.18,24/05/23,66
wheat Harvest,1456.86,08/04/23,61
coconut Harvest,163.93,14/01/23,79
cow Harvest,5864.37,10/02/24,25
buffalo Investment,2868.88,12/01/22,20
sugarcane Harvest,1744.5,07/06/24,57
turkey Investment,9083.23,05/04/24,48
duck Investment,4317.36,27/11/22,29
coconut Investment,7101.58,13/11/23,56
fish Investment,6311.46,22/11/22,5
irrigation system Harvest,1973.53,29/09/23,45
buffalo Investment,7518.89,14/04/24,25
seed drill Investment,4351.83,08/08/23,41
sheep Harvest,9120.8,21/02/24,38
rubber Investment,6562.4,01/05/22,4
wheat Investment,6791.6,18/12/23,2
fruit Harvest,5806.64,04/12/22,27
goats Harvest,1745.94,05/10/22,21
millets Harvest,7126.64,19/07/22,17
duck Harvest,8178.91,19/05/22,49
goat Harvest,975.41,27/04/24,91
rice Harvest,7800.25,26/02/24,26
sprayer Investment,9708.86,31/07/23,37
coconut Investment,9803.36,20/01/22,99
fruit Harvest,6065.79,09/03/23,66
tea Investment,3848.3,20/12/22,24
groundnut Investment,377.34,12/05/23,97
rubber Harvest,4672.97,23/08/23,63
sprayer Harvest,1206.86,29/07/23,48
fruit Investment,1034.95,11/08/22,77
tractor Harvest,3646.35,01/06/23,37
fertilizer spreader Investment,961.16,02/02/24,3
seed drill Investment,4290.06,20/01/24,1
sprayer Harvest,1988.35,29/04/22,81
duck Harvest,9970.29,26/02/23,34
pig Investment,8505.09,19/06/23,68
groundnut Harvest,8403.87,27/12/22,33
cows Harvest,1630.32,28/11/22,71
fruit Harvest,7958.99,27/12/23,36
irrigation system Harvest,7908.9,12/04/23,96
pig Investment,3938.95,25/07/23,69
fertilizer spreader Harvest,1498.4,23/02/22,71
coconut Harvest,2173.65,19/10/23,8
fertilizer spreader Harvest,4000.99,10/12/22,22
fertilizer spreader Investment,1216.96,09/04/22,78
seed drill Investment,8408.56,21/04/23,57
coconut Investment,1387.74,25/02/23,70
cows Harvest,9269.43,31/08/22,30
plough Investment,2562.46,17/08/23,84
maize Investment,9878.16,21/12/23,49
coffee Investment,7407.94,16/06/22,48
turkey Investment,1483.69,11/03/23,54
fertilizer spreader Harvest,6441.15,15/12/22,56
fertilizer spreader Harvest,2513.58,04/03/22,55
fertilizer spreader Investment,5249.8,12/12/23,17
pulses Investment,8102.92,02/06/24,15
seed drill Investment,8712.63,15/04/22,43
coconut Harvest,8186.57,15/02/22,63
sheep Harvest,8114,07/04/22,69
vegetable Investment,7669.07,24/11/22,5
maize Investment,9669.78,11/05/23,17
pig Investment,527.07,05/12/23,60
cow Harvest,7600.46,16/04/24,52
harvester Investment,6352.48,03/11/23,35
cow Harvest,2066.15,03/12/23,12
sprayer Investment,4719.36,19/08/23,95
coconut Investment,6599.73,28/08/23,84
buffalo Investment,2231.99,27/07/22,95
hen Harvest,4485.39,10/07/22,27
fish Harvest,1676.14,02/05/23,52
sheep Harvest,4152.1,25/04/22,3
buffalo Investment,2587.9,14/08/22,93
goat Harvest,5963.96,14/01/23,81
irrigation system Harvest,2238.85,25/05/22,91
rubber Harvest,6682.92,20/12/23,18
vegetable Investment,4753.62,22/04/24,50
fertilizer spreader Investment,8533.28,29/03/23,5
wheat Investment,1938.43,29/05/23,20
pig Investment,4560.83,02/08/22,66
plough Harvest,2079.2,29/09/23,47
duck Harvest,419.61,22/06/22,76
sprayer Investment,1103.27,27/11/22,8
seed drill Harvest,2783.19,05/10/22,85
turkey Harvest,891.32,23/03/22,37
plough Harvest,281.09,30/03/24,79
sprayer Harvest,1415.83,29/11/23,12
turkey Harvest,5679.12,06/03/24,36
fruit Harvest,278.47,18/03/23,24
plough Investment,9037.09,31/03/22,21
cow Investment,228.39,15/04/23,69
tea Harvest,7520.76,16/09/23,54
fruit Harvest,9112.72,10/02/24,72
fertilizer spreader Investment,5721.12,16/01/24,67
rubber Harvest,4025.97,06/12/23,71
irrigation system Harvest,3952.32,04/03/22,45
goat Harvest,643.3,15/11/23,81
horse Investment,7446.12,09/05/24,79
rice Harvest,7792.68,10/12/22,26
hen Harvest,1866.29,16/12/22,82
poultry Investment,4931.12,11/05/22,50
rubber Harvest,7104.24,16/10/22,6
tea Harvest,812.09,23/10/23,69
cow Investment,8216.64,16/02/23,35
fish Investment,1403.1,26/05/24,63
horse Investment,2288.77,22/01/22,94
coconut Harvest,8549.26,30/06/22,61
turkey Investment,443.93,27/04/23,68
goats Investment,4839.96,23/11/22,16
rubber Investment,9203.81,15/07/23,45
fish Harvest,6664.48,14/06/23,64
cotton Harvest,7572.98,02/07/23,32
poultry Harvest,8289.03,28/08/23,93
harvester Investment,1627.36,23/10/23,68
turkey Harvest,2757.07,17/12/22,32
irrigation system Investment,7466.92,09/04/24,35
harvester Harvest,5942.45,08/10/23,89
pulses Investment,1688.43,05/12/23,79
turkey Investment,4349.97,23/05/24,23
irrigation system Harvest,1150.09,10/12/22,34
sugarcane Harvest,3395.65,29/11/22,17
rice Harvest,9429.8,17/10/23,83
poultry Harvest,4719.58,17/06/23,35
coconut Harvest,2337.66,02/04/24,59
maize Harvest,730.12,27/04/23,97
tea Investment,9905.13,28/10/22,48
sugarcane Harvest,3349.63,01/12/23,24
pulses Harvest,2649.8,12/06/23,14
irrigation system Investment,5114.02,30/12/22,89
sprayer Investment,2559.18,08/08/22,74
fish Harvest,2000.3,09/07/23,15
wheat Harvest,9222.97,17/05/24,61
rubber Harvest,1899.3,03/07/23,75
goats Investment,7337.07,02/07/22,65
vegetable Investment,972.32,22/10/23,86
sheep Harvest,3553.1,01/11/22,70
sprayer Investment,3265.28,13/05/22,41
turkey Investment,1655.49,02/03/23,54
pig Harvest,4099.48,18/12/22,53
tractor Harvest,3918,17/09/23,67
plough Harvest,4629.36,14/01/24,66
horse Investment,6756.63,02/12/23,38
groundnut Harvest,3778.84,25/10/23,12
coconut Investment,8289.59,10/03/22,87
cow Harvest,2931.27,29/05/23,4
harvester Harvest,1658.24,11/01/24,36
irrigation system Harvest,7107.97,23/06/22,94
pulses Investment,8758.22,27/09/23,18
groundnut Investment,5103.44,18/03/24,80
vegetable Investment,3775.59,29/03/23,24
sheep Harvest,1060.08,09/04/22,39
pulses Investment,6097.96,01/09/22,95
fish Harvest,8871.1,16/11/23,66
turkey Harvest,6448.3,09/07/22,90
duck Investment,5224.68,01/04/22,35
goat Harvest,3291.36,04/09/23,63
pig Investment,6281.43,05/09/22,87
goat Investment,1577.09,04/12/22,12
wheat Harvest,6488.01,29/04/22,85
cows Harvest,9931.45,12/09/22,53
horse Investment,734.87,22/07/23,26
maize Harvest,926.12,06/03/22,23
cows Harvest,8606.69,11/04/22,45
buffalo Harvest,5286.76,19/03/23,63
fertilizer spreader Harvest,1092.11,10/03/23,23
irrigation system Investment,1841.68,07/09/22,85
rubber Investment,4794.29,07/04/23,27
hen Harvest,9858.26,19/12/22,63
sugarcane Harvest,539.95,29/12/23,64
goats Investment,3119.45,27/01/24,66
harvester Harvest,4746.57,27/10/22,38
pig Harvest,1232.8,06/10/23,72
groundnut Investment,9481.8,12/01/22,31
tractor Harvest,9473.48,05/06/23,11
horse Harvest,3920.63,07/04/24,20
wheat Harvest,1797.49,16/10/23,9
vegetable Investment,9542.61,24/01/23,99
sheep Harvest,5502.03,06/01/22,63
coffee Harvest,9633.56,21/03/22,48
seed drill Harvest,5453.95,04/01/22,92
fertilizer spreader Harvest,881.21,02/04/22,48
poultry Investment,2408.3,26/07/23,12
horse Investment,2953.3,12/02/23,96
fertilizer spreader Harvest,1416.3,29/11/23,48
fish Investment,1385.95,18/04/23,39
duck Investment,9785.6,19/05/24,16
millets Harvest,7975.33,28/05/24,75
goats Investment,6633.48,12/07/23,50
horse Investment,6444.53,21/04/24,50
cows Harvest,5912.76,06/06/22,56
cows Investment,5934.09,16/06/22,5
irrigation system Harvest,1346.63,16/10/22,70
buffalo Harvest,808.65,14/03/23,35
cotton Harvest,4908.57,16/03/24,29
fertilizer spreader Investment,4430.58,01/04/23,37
harvester Harvest,6272.73,10/09/23,91
pig Harvest,898.97,26/10/22,35
sugarcane Harvest,2069.33,17/04/23,88
groundnut Harvest,294.35,10/05/23,11
cotton Investment,8073.18,09/08/22,85
goat Harvest,7711.06,16/12/22,44
cows Investment,7353.61,04/04/22,79
millets Investment,9713.91,13/04/24,19
buffalo Investment,244.36,06/04/24,48
horse Harvest,1442.32,30/03/22,2
goat Harvest,9438.33,13/05/24,78
tractor Harvest,2180.35,31/07/22,81
groundnut Harvest,5802.09,08/05/22,31
duck Investment,5707.66,20/09/22,55
irrigation system Harvest,4641.59,29/08/23,5
duck Harvest,1746.49,23/02/23,21
sugarcane Investment,1732.86,13/01/22,95
maize Harvest,6670.88,17/09/23,17
coconut Harvest,7692.59,26/04/22,1
poultry Harvest,1299.73,06/03/22,88
hen Investment,4222.64,26/11/22,60
groundnut Harvest,9258.34,02/09/22,96
horse Investment,775.85,19/07/22,16
vegetable Investment,9415.7,26/06/23,73
turkey Investment,8411.22,14/11/23,11
vegetable Investment,7076.59,29/10/23,19
vegetable Harvest,2175.8,23/06/23,20
sugarcane Investment,3645.25,01/02/22,44
harvester Investment,9408.51,26/10/22,19
cows Investment,6311.42,16/03/24,30
goats Investment,4184,04/05/23,98
coconut Investment,9292.27,08/04/22,91
turkey Harvest,3977.59,15/03/23,13
horse Investment,9252.67,22/02/23,61
coconut Investment,9558.96,11/05/24,12
cotton Investment,7670.94,06/09/22,98
rubber Harvest,2600.99,15/11/22,53
harvester Harvest,7720.65,28/03/22,94
buffalo Investment,7022.36,24/03/23,83
cow Investment,759.27,30/10/22,20
vegetable Investment,2489.25,24/07/23,47
millets Investment,7686.64,28/02/23,90
goat Harvest,3272.95,22/11/23,49
seed drill Harvest,1968.29,18/11/23,32
rubber Harvest,5907.24,02/04/22,65
goat Investment,9244.5,19/10/23,59
poultry Investment,2718.05,15/04/22,33
vegetable Harvest,4281.41,05/09/23,58
plough Investment,8520.68,06/12/22,72
wheat Investment,7051.92,03/12/22,44
tea Harvest,4893.24,16/12/23,20
fertilizer spreader Investment,8417.76,04/04/22,79
goats Harvest,1205.57,29/01/24,77
irrigation system Harvest,8261.37,15/06/24,25
pig Harvest,2656.32,04/12/22,14
seed drill Harvest,3594.03,16/10/22,44
maize Harvest,8797.77,18/10/22,98
fertilizer spreader Investment,5619.06,22/07/22,32
groundnut Harvest,8087.59,18/05/24,98
groundnut Harvest,6795,31/03/23,61
vegetable Harvest,2327.24,27/05/24,44
irrigation system Harvest,1601.59,07/07/22,33
hen Investment,136.58,13/06/24,19
fertilizer spreader Investment,1889.69,21/02/23,61
maize Investment,4512.35,22/10/22,35
tea Harvest,3112.54,01/04/22,74
goat Investment,2734.52,12/06/24,31
horse Investment,3097.95,01/11/23,6
harvester Harvest,9252.45,04/03/22,100
fish Investment,374.71,05/04/23,61
tractor Investment,8228.08,05/05/22,71
tractor Harvest,4827.89,11/01/23,44
seed drill Investment,1572.37,25/01/23,17
rubber Investment,8578.63,15/05/22,45
coconut Investment,4662.19,19/10/22,80
groundnut Investment,6287.53,03/01/22,75
hen Investment,3849.74,07/04/24,73
horse Harvest,5151.17,12/10/23,61
coconut Harvest,4283.05,07/11/23,14
tractor Investment,1987.3,11/10/22,3
poultry Investment,1394.06,29/04/23,44
fruit Harvest,1718.41,02/08/23,67
horse Harvest,2796.35,30/06/23,46
harvester Investment,3219.72,18/06/24,35
cow Harvest,6169.33,25/12/22,8
fruit Investment,3516.1,28/06/23,7
buffalo Investment,6785.67,28/04/23,56
millets Harvest,6982.08,28/08/23,94
cotton Investment,270.55,26/03/22,55
pulses Harvest,9124.69,15/01/22,31
maize Harvest,1873.37,29/09/23,30
vegetable Investment,6236.48,22/02/24,82
groundnut Harvest,2570.62,29/03/24,53
buffalo Investment,6436.45,29/04/24,48
irrigation system Harvest,514.78,28/06/22,34
goats Harvest,7668.99,14/05/23,75
cotton Harvest,3157.18,15/05/22,57
cotton Harvest,507.82,01/03/23,41
sugarcane Harvest,5537.23,07/03/24,17
fruit Harvest,9791.81,26/02/23,40
cows Investment,682.42,17/08/23,4
cow Harvest,9276.61,15/07/23,57
rice Harvest,9310.56,21/12/23,63
goats Harvest,4576.05,24/04/24,38
rice Harvest,7496.7,24/02/24,87
irrigation system Investment,3491.73,14/10/23,80
buffalo Investment,7556.94,27/08/22,78
goat Investment,3402.43,20/01/22,98
coffee Harvest,7853.08,31/05/22,11
millets Investment,1759.09,10/02/24,70
irrigation system Investment,1094.78,20/10/23,11
irrigation system Investment,2997.24,21/02/22,5
sheep Investment,8930.28,04/04/24,30
sprayer Harvest,9554.09,22/06/22,84
sugarcane Investment,2529.74,07/06/24,31
groundnut Harvest,6392.32,09/12/23,61
goat Investment,8327.98,05/08/23,45
sprayer Harvest,3334.54,17/05/24,9
goats Investment,6485.26,18/10/22,42
sugarcane Investment,8437.24,13/07/23,60
tea Harvest,9445.19,18/02/23,11
pulses Harvest,6654.68,23/02/22,96
rice Harvest,8304.93,13/11/22,57
sugarcane Harvest,9680.62,04/07/23,77
fertilizer spreader Harvest,6107.18,10/06/24,91
pulses Harvest,6034.66,21/05/23,20
fertilizer spreader Harvest,9223.39,28/04/24,78
fruit Harvest,6648.86,03/06/24,36
rice Harvest,5740.99,16/10/23,49
sprayer Harvest,6553.87,07/04/23,69
millets Investment,470.36,20/11/23,92
turkey Investment,6080.34,19/09/22,8
sugarcane Harvest,5165.17,17/02/24,79
hen Harvest,2881.09,05/07/23,99
tea Harvest,4240.67,19/03/23,29
fertilizer spreader Harvest,5365.99,16/06/23,98
coffee Investment,7982.72,13/08/22,93
maize Investment,7624.04,23/09/22,38
coffee Investment,6316.04,08/02/23,43
tea Harvest,8397.67,23/05/23,16
duck Harvest,4128.49,01/06/24,72
seed drill Investment,8440.54,07/11/22,13
fertilizer spreader Investment,9163.94,15/01/23,88
irrigation system Investment,140.54,18/04/24,12
cotton Investment,2402.23,20/07/23,34
poultry Investment,2302.03,28/09/22,76
duck Harvest,7655.23,08/03/24,98
cows Investment,2953.36,18/06/24,74
rubber Harvest,5393.94,04/06/22,52
buffalo Investment,2184.7,03/06/23,47
pig Harvest,9280.43,25/03/22,72
seed drill Harvest,1823.66,19/07/22,16
fruit Harvest,7798.78,29/07/22,10
irrigation system Harvest,5111.4,01/03/24,89
cotton Investment,3841.55,09/06/23,44
wheat Investment,1408.08,21/03/24,62
buffalo Harvest,2231.25,03/10/23,27
fruit Harvest,4888.8,27/12/23,14
sugarcane Harvest,7239.76,31/03/22,61
rice Investment,2855.38,07/10/23,47
pig Harvest,9236.43,09/12/23,52
fertilizer spreader Harvest,6725.96,01/04/24,90
horse Investment,8998.29,24/08/23,83
rice Harvest,8428.89,14/12/23,27
cotton Investment,962.69,27/09/22,27
sugarcane Investment,8052.42,22/02/24,20
fruit Harvest,4938.46,04/07/22,43
buffalo Harvest,9134.67,07/03/22,35
wheat Harvest,6841.45,06/03/23,57
coffee Harvest,5862.13,01/06/22,26
turkey Investment,8019.11,14/01/24,100
rubber Investment,6462.43,27/07/22,18
groundnut Investment,3912.72,26/06/22,1
groundnut Harvest,1356,04/06/24,24
tea Investment,7980.05,08/03/22,32
turkey Harvest,5151.78,15/02/24,65
goat Harvest,6600.16,08/08/22,60
sprayer Investment,7513.07,17/07/22,64
sprayer Investment,3705.7,12/08/22,64
goats Harvest,3507.02,15/04/23,72
fruit Investment,5256.04,20/07/22,15
cows Investment,4497.1,10/08/22,10
hen Investment,8698.1,16/11/22,40
goats Harvest,2931.03,08/03/24,61
coconut Investment,5420.48,11/04/22,20
coffee Harvest,1344.85,05/08/23,88
duck Harvest,7310.85,19/01/23,30
irrigation system Investment,146.93,02/12/23,54
cow Harvest,8557.28,29/01/22,20
maize Investment,1274.09,22/01/22,76
cotton Harvest,1049.25,23/07/23,66
vegetable Investment,5873.37,24/05/24,100
harvester Harvest,9735.33,14/03/24,55
maize Harvest,108.35,24/01/22,20
irrigation system Harvest,7502.13,19/04/24,46
fertilizer spreader Investment,4246.03,04/12/22,78
millets Investment,9196.9,02/06/23,22
cotton Harvest,1691.79,09/07/23,51
pig Investment,9160.42,23/05/24,87
rubber Investment,8607.51,24/12/23,13
cotton Investment,3562.48,20/02/22,92
duck Harvest,1251.25,19/09/23,15
wheat Investment,515.39,09/06/23,27
rubber Harvest,3730.14,16/05/22,70
