item_name,amount,type,date,farm_owner_id
groundnut,1406.78,Investment,2024-01-17,93
rice,4827.16,Harvest,2023-04-03,99
sugarcane,9258.0,Harvest,2022-07-31,88
fertilizer spreader,5078.08,Investment,2022-02-12,90
duck,5050.96,Harvest,2024-01-11,1
rubber,6675.94,Harvest,2022-12-04,76
hen,7556.25,Investment,2022-12-31,72
turkey,4601.74,Harvest,2022-05-17,77
rice,4924.2,Harvest,2022-12-24,44
cotton,9440.12,Investment,2023-10-30,34
coffee,6966.83,Investment,2022-06-16,52
pig,2206.08,Investment,2022-01-26,3
pig,4657.28,Harvest,2023-07-22,57
cows,2505.47,Harvest,2023-01-06,82
seed drill,9132.87,Harvest,2022-07-21,94
coconut,7336.25,Investment,2023-08-11,42
pig,2257.68,Harvest,2023-01-20,59
tea,5721.1,Harvest,2023-02-19,92
irrigation system,3804.0,Harvest,2022-06-15,36
millets,2870.04,Investment,2023-02-26,90
duck,126.5,Investment,2023-11-24,91
sheep,6907.7,Harvest,2023-10-08,98
fruit,9185.83,Investment,2023-05-23,67
pulses,3515.12,Investment,2023-03-11,21
cotton,6014.94,Harvest,2023-07-31,89
sheep,3269.12,Investment,2024-02-14,14
groundnut,2205.64,Investment,2022-03-09,47
rubber,9484.25,Investment,2022-10-03,17
coffee,9169.03,Harvest,2022-08-29,38
cow,1926.41,Harvest,2022-01-06,40
plough,830.6,Harvest,2022-04-30,43
horse,3899.89,Investment,2022-08-17,72
harvester,807.27,Harvest,2022-03-29,80
irrigation system,4213.25,Harvest,2022-08-07,66
buffalo,944.71,Investment,2023-05-28,53
seed drill,6296.63,Harvest,2022-12-06,72
horse,5298.32,Harvest,2022-06-04,1
hen,5268.17,Harvest,2022-08-13,69
seed drill,937.57,Investment,2022-02-01,82
plough,4736.88,Investment,2024-01-21,90
groundnut,1847.95,Harvest,2022-09-07,1
seed drill,6750.52,Investment,2023-09-14,23
tractor,3866.15,Investment,2022-03-11,62
irrigation system,7366.19,Investment,2024-05-03,87
cow,5315.39,Investment,2022-01-29,80
wheat,961.3,Harvest,2022-03-01,4
buffalo,4509.28,Investment,2022-04-13,26
horse,3220.27,Harvest,2024-04-27,45
sheep,6212.54,Investment,2024-01-19,96
sugarcane,8368.45,Harvest,2022-09-08,53
fish,4634.13,Investment,2022-04-09,35
tea,9079.45,Harvest,2022-03-13,58
maize,9214.83,Harvest,2024-05-07,96
rice,6192.19,Harvest,2024-04-22,13
sugarcane,4920.08,Investment,2022-08-17,16
vegetable,2357.81,Investment,2023-09-23,25
goats,6238.98,Harvest,2022-06-25,90
horse,3074.95,Harvest,2023-06-11,27
irrigation system,6965.53,Harvest,2024-02-11,6
sugarcane,7987.35,Investment,2022-10-23,10
duck,9098.2,Investment,2022-06-03,36
tractor,5554.04,Investment,2023-08-01,39
cow,7142.12,Investment,2024-02-17,37
cow,9606.14,Harvest,2023-08-17,89
cows,8116.7,Investment,2024-01-05,46
rice,3184.69,Investment,2022-03-21,35
wheat,8388.53,Harvest,2024-04-07,62
sugarcane,5883.87,Harvest,2023-07-24,30
goat,9052.21,Investment,2024-05-26,95
fertilizer spreader,4730.45,Harvest,2024-04-18,77
coffee,7190.47,Harvest,2023-03-26,44
hen,7024.56,Investment,2023-11-22,38
fertilizer spreader,7042.53,Investment,2023-06-15,76
cotton,9364.97,Investment,2024-03-21,99
rice,1296.57,Investment,2023-07-28,44
irrigation system,969.65,Investment,2022-01-08,69
seed drill,2783.08,Investment,2022-01-21,81
cow,6144.05,Investment,2022-04-03,54
irrigation system,1215.15,Harvest,2023-01-18,17
sprayer,1292.93,Harvest,2022-04-19,94
rice,5838.77,Harvest,2022-10-27,17
rubber,4297.08,Investment,2022-12-11,34
tea,6565.83,Investment,2022-06-25,5
fruit,7992.87,Harvest,2022-05-17,10
poultry,8688.76,Harvest,2022-10-19,70
wheat,6246.66,Investment,2023-11-15,83
seed drill,827.59,Harvest,2023-03-29,55
wheat,3353.24,Harvest,2022-11-14,75
tea,1463.23,Investment,2024-03-08,87
fertilizer spreader,7011.78,Investment,2022-05-17,97
coffee,1073.39,Investment,2022-01-23,24
vegetable,3675.33,Harvest,2023-09-10,46
cows,2804.26,Harvest,2023-02-19,85
buffalo,7210.36,Investment,2022-10-17,11
rice,5525.09,Harvest,2022-01-13,86
horse,5612.5,Investment,2022-01-31,25
sprayer,453.89,Investment,2023-12-10,32
sprayer,3104.22,Investment,2023-07-06,76
hen,2819.44,Investment,2023-02-04,82
cows,1091.27,Harvest,2022-03-20,17
goat,6679.94,Harvest,2022-10-12,97
coffee,7560.3,Harvest,2022-11-14,79
fish,1089.8,Investment,2022-07-22,98
hen,3317.99,Harvest,2022-02-23,54
sheep,297.42,Investment,2022-09-23,19
groundnut,2956.29,Harvest,2023-12-23,16
fish,7901.04,Investment,2022-12-05,51
turkey,8142.7,Harvest,2022-04-02,2
cotton,8810.45,Investment,2022-03-10,69
vegetable,9261.89,Investment,2023-05-07,81
irrigation system,5984.6,Harvest,2024-01-29,9
vegetable,635.41,Harvest,2024-04-28,54
turkey,1827.06,Harvest,2022-11-17,30
seed drill,1801.86,Investment,2023-07-24,36
goats,5007.47,Harvest,2023-02-26,37
goat,5520.08,Harvest,2023-11-12,7
harvester,5706.94,Investment,2022-07-20,33
sprayer,4256.87,Harvest,2023-09-01,86
tractor,6664.43,Harvest,2022-12-12,99
seed drill,9114.89,Investment,2023-05-22,6
sheep,5728.35,Investment,2022-02-20,39
maize,5420.06,Investment,2022-05-23,61
hen,4853.96,Harvest,2023-12-18,94
coconut,391.41,Investment,2022-06-25,25
turkey,4593.9,Investment,2022-07-01,77
horse,4945.33,Harvest,2024-04-21,38
tractor,6811.12,Harvest,2023-05-30,88
irrigation system,5980.39,Investment,2023-08-16,13
goat,5904.3,Investment,2023-04-19,80
cow,9341.69,Harvest,2023-03-16,98
groundnut,4371.2,Harvest,2022-08-08,22
turkey,264.19,Harvest,2023-12-31,63
sugarcane,1889.08,Harvest,2022-03-05,32
hen,4144.07,Investment,2023-01-30,19
turkey,8849.51,Investment,2023-10-08,100
millets,3807.56,Investment,2024-05-26,62
maize,1828.91,Harvest,2023-01-17,3
groundnut,5359.87,Harvest,2024-01-07,24
maize,6237.9,Investment,2022-02-17,49
poultry,5799.93,Investment,2022-04-30,23
duck,8746.45,Harvest,2022-02-03,93
vegetable,1405.84,Investment,2024-04-06,55
harvester,5051.62,Harvest,2022-06-14,1
coffee,664.6,Investment,2023-04-15,71
hen,8058.34,Harvest,2022-01-15,71
vegetable,1998.94,Investment,2023-03-08,57
millets,5474.09,Investment,2022-09-20,25
tea,1444.18,Harvest,2023-01-28,11
rice,2881.08,Harvest,2022-04-29,85
pulses,975.38,Investment,2024-03-14,86
tea,7462.95,Investment,2024-04-22,59
tea,2373.05,Investment,2022-08-19,24
sugarcane,3919.8,Harvest,2022-03-07,70
tea,1690.67,Investment,2022-07-18,23
cow,7801.13,Harvest,2023-06-10,24
sugarcane,6906.6,Investment,2023-07-28,23
cow,9556.62,Harvest,2023-07-06,49
fertilizer spreader,3081.6,Harvest,2024-04-17,85
rice,2986.94,Harvest,2022-11-06,100
rice,3266.91,Harvest,2024-05-06,87
cotton,3529.87,Investment,2024-05-14,65
buffalo,9538.7,Investment,2022-09-19,7
duck,3933.42,Harvest,2022-10-08,61
cow,8482.33,Harvest,2022-02-11,3
harvester,5313.18,Harvest,2023-05-24,66
wheat,1456.86,Harvest,2023-04-08,61
coconut,163.93,Harvest,2023-01-14,79
cow,5864.37,Harvest,2024-02-10,25
buffalo,2868.88,Investment,2022-01-12,20
sugarcane,1744.5,Harvest,2024-06-07,57
turkey,9083.23,Investment,2024-04-05,48
duck,4317.36,Investment,2022-11-27,29
coconut,7101.58,Investment,2023-11-13,56
fish,6311.46,Investment,2022-11-22,5
irrigation system,1973.53,Harvest,2023-09-29,45
buffalo,7518.89,Investment,2024-04-14,25
seed drill,4351.83,Investment,2023-08-08,41
sheep,9120.8,Harvest,2024-02-21,38
rubber,6562.4,Investment,2022-05-01,4
wheat,6791.6,Investment,2023-12-18,2
fruit,5806.64,Harvest,2022-12-04,27
goats,1745.94,Harvest,2022-10-05,21
millets,7126.64,Harvest,2022-07-19,17
duck,8178.91,Harvest,2022-05-19,49
goat,975.41,Harvest,2024-04-27,91
rice,7800.25,Harvest,2024-02-26,26
sprayer,9708.86,Investment,2023-07-31,37
coconut,9803.36,Investment,2022-01-20,99
fruit,6065.79,Harvest,2023-03-09,66
tea,3848.3,Investment,2022-12-20,24
groundnut,377.34,Investment,2023-05-12,97
rubber,4672.97,Harvest,2023-08-23,63
sprayer,1206.86,Harvest,2023-07-29,48
fruit,1034.95,Investment,2022-08-11,77
tractor,3646.35,Harvest,2023-06-01,37
fertilizer spreader,961.16,Investment,2024-02-02,3
seed drill,4290.06,Investment,2024-01-20,1
sprayer,1988.35,Harvest,2022-04-29,81
duck,9970.29,Harvest,2023-02-26,34
pig,8505.09,Investment,2023-06-19,68
groundnut,8403.87,Harvest,2022-12-27,33
cows,1630.32,Harvest,2022-11-28,71
fruit,7958.99,Harvest,2023-12-27,36
irrigation system,7908.9,Harvest,2023-04-12,96
pig,3938.95,Investment,2023-07-25,69
fertilizer spreader,1498.4,Harvest,2022-02-23,71
coconut,2173.65,Harvest,2023-10-19,8
fertilizer spreader,4000.99,Harvest,2022-12-10,22
fertilizer spreader,1216.96,Investment,2022-04-09,78
seed drill,8408.56,Investment,2023-04-21,57
coconut,1387.74,Investment,2023-02-25,70
cows,9269.43,Harvest,2022-08-31,30
plough,2562.46,Investment,2023-08-17,84
maize,9878.16,Investment,2023-12-21,49
coffee,7407.94,Investment,2022-06-16,48
turkey,1483.69,Investment,2023-03-11,54
fertilizer spreader,6441.15,Harvest,2022-12-15,56
fertilizer spreader,2513.58,Harvest,2022-03-04,55
fertilizer spreader,5249.8,Investment,2023-12-12,17
pulses,8102.92,Investment,2024-06-02,15
seed drill,8712.63,Investment,2022-04-15,43
coconut,8186.57,Harvest,2022-02-15,63
sheep,8114.0,Harvest,2022-04-07,69
vegetable,7669.07,Investment,2022-11-24,5
maize,9669.78,Investment,2023-05-11,17
pig,527.07,Investment,2023-12-05,60
cow,7600.46,Harvest,2024-04-16,52
harvester,6352.48,Investment,2023-11-03,35
cow,2066.15,Harvest,2023-12-03,12
sprayer,4719.36,Investment,2023-08-19,95
coconut,6599.73,Investment,2023-08-28,84
buffalo,2231.99,Investment,2022-07-27,95
hen,4485.39,Harvest,2022-07-10,27
fish,1676.14,Harvest,2023-05-02,52
sheep,4152.1,Harvest,2022-04-25,3
buffalo,2587.9,Investment,2022-08-14,93
goat,5963.96,Harvest,2023-01-14,81
irrigation system,2238.85,Harvest,2022-05-25,91
rubber,6682.92,Harvest,2023-12-20,18
vegetable,4753.62,Investment,2024-04-22,50
fertilizer spreader,8533.28,Investment,2023-03-29,5
wheat,1938.43,Investment,2023-05-29,20
pig,4560.83,Investment,2022-08-02,66
plough,2079.2,Harvest,2023-09-29,47
duck,419.61,Harvest,2022-06-22,76
sprayer,1103.27,Investment,2022-11-27,8
seed drill,2783.19,Harvest,2022-10-05,85
turkey,891.32,Harvest,2022-03-23,37
plough,281.09,Harvest,2024-03-30,79
sprayer,1415.83,Harvest,2023-11-29,12
turkey,5679.12,Harvest,2024-03-06,36
fruit,278.47,Harvest,2023-03-18,24
plough,9037.09,Investment,2022-03-31,21
cow,228.39,Investment,2023-04-15,69
tea,7520.76,Harvest,2023-09-16,54
fruit,9112.72,Harvest,2024-02-10,72
fertilizer spreader,5721.12,Investment,2024-01-16,67
rubber,4025.97,Harvest,2023-12-06,71
irrigation system,3952.32,Harvest,2022-03-04,45
goat,643.3,Harvest,2023-11-15,81
horse,7446.12,Investment,2024-05-09,79
rice,7792.68,Harvest,2022-12-10,26
hen,1866.29,Harvest,2022-12-16,82
poultry,4931.12,Investment,2022-05-11,50
rubber,7104.24,Harvest,2022-10-16,6
tea,812.09,Harvest,2023-10-23,69
cow,8216.64,Investment,2023-02-16,35
fish,1403.1,Investment,2024-05-26,63
horse,2288.77,Investment,2022-01-22,94
coconut,8549.26,Harvest,2022-06-30,61
turkey,443.93,Investment,2023-04-27,68
goats,4839.96,Investment,2022-11-23,16
rubber,9203.81,Investment,2023-07-15,45
fish,6664.48,Harvest,2023-06-14,64
cotton,7572.98,Harvest,2023-07-02,32
poultry,8289.03,Harvest,2023-08-28,93
harvester,1627.36,Investment,2023-10-23,68
turkey,2757.07,Harvest,2022-12-17,32
irrigation system,7466.92,Investment,2024-04-09,35
harvester,5942.45,Harvest,2023-10-08,89
pulses,1688.43,Investment,2023-12-05,79
turkey,4349.97,Investment,2024-05-23,23
irrigation system,1150.09,Harvest,2022-12-10,34
sugarcane,3395.65,Harvest,2022-11-29,17
rice,9429.8,Harvest,2023-10-17,83
poultry,4719.58,Harvest,2023-06-17,35
coconut,2337.66,Harvest,2024-04-02,59
maize,730.12,Harvest,2023-04-27,97
tea,9905.13,Investment,2022-10-28,48
sugarcane,3349.63,Harvest,2023-12-01,24
pulses,2649.8,Harvest,2023-06-12,14
irrigation system,5114.02,Investment,2022-12-30,89
sprayer,2559.18,Investment,2022-08-08,74
fish,2000.3,Harvest,2023-07-09,15
wheat,9222.97,Harvest,2024-05-17,61
rubber,1899.3,Harvest,2023-07-03,75
goats,7337.07,Investment,2022-07-02,65
vegetable,972.32,Investment,2023-10-22,86
sheep,3553.1,Harvest,2022-11-01,70
sprayer,3265.28,Investment,2022-05-13,41
turkey,1655.49,Investment,2023-03-02,54
pig,4099.48,Harvest,2022-12-18,53
tractor,3918.0,Harvest,2023-09-17,67
plough,4629.36,Harvest,2024-01-14,66
horse,6756.63,Investment,2023-12-02,38
groundnut,3778.84,Harvest,2023-10-25,12
coconut,8289.59,Investment,2022-03-10,87
cow,2931.27,Harvest,2023-05-29,4
harvester,1658.24,Harvest,2024-01-11,36
irrigation system,7107.97,Harvest,2022-06-23,94
pulses,8758.22,Investment,2023-09-27,18
groundnut,5103.44,Investment,2024-03-18,80
vegetable,3775.59,Investment,2023-03-29,24
sheep,1060.08,Harvest,2022-04-09,39
pulses,6097.96,Investment,2022-09-01,95
fish,8871.1,Harvest,2023-11-16,66
turkey,6448.3,Harvest,2022-07-09,90
duck,5224.68,Investment,2022-04-01,35
goat,3291.36,Harvest,2023-09-04,63
pig,6281.43,Investment,2022-09-05,87
goat,1577.09,Investment,2022-12-04,12
wheat,6488.01,Harvest,2022-04-29,85
cows,9931.45,Harvest,2022-09-12,53
horse,734.87,Investment,2023-07-22,26
maize,926.12,Harvest,2022-03-06,23
cows,8606.69,Harvest,2022-04-11,45
buffalo,5286.76,Harvest,2023-03-19,63
fertilizer spreader,1092.11,Harvest,2023-03-10,23
irrigation system,1841.68,Investment,2022-09-07,85
rubber,4794.29,Investment,2023-04-07,27
hen,9858.26,Harvest,2022-12-19,63
sugarcane,539.95,Harvest,2023-12-29,64
goats,3119.45,Investment,2024-01-27,66
harvester,4746.57,Harvest,2022-10-27,38
pig,1232.8,Harvest,2023-10-06,72
groundnut,9481.8,Investment,2022-01-12,31
tractor,9473.48,Harvest,2023-06-05,11
horse,3920.63,Harvest,2024-04-07,20
wheat,1797.49,Harvest,2023-10-16,9
vegetable,9542.61,Investment,2023-01-24,99
sheep,5502.03,Harvest,2022-01-06,63
coffee,9633.56,Harvest,2022-03-21,48
seed drill,5453.95,Harvest,2022-01-04,92
fertilizer spreader,881.21,Harvest,2022-04-02,48
poultry,2408.3,Investment,2023-07-26,12
horse,2953.3,Investment,2023-02-12,96
fertilizer spreader,1416.3,Harvest,2023-11-29,48
fish,1385.95,Investment,2023-04-18,39
duck,9785.6,Investment,2024-05-19,16
millets,7975.33,Harvest,2024-05-28,75
goats,6633.48,Investment,2023-07-12,50
horse,6444.53,Investment,2024-04-21,50
cows,5912.76,Harvest,2022-06-06,56
cows,5934.09,Investment,2022-06-16,5
irrigation system,1346.63,Harvest,2022-10-16,70
buffalo,808.65,Harvest,2023-03-14,35
cotton,4908.57,Harvest,2024-03-16,29
fertilizer spreader,4430.58,Investment,2023-04-01,37
harvester,6272.73,Harvest,2023-09-10,91
pig,898.97,Harvest,2022-10-26,35
sugarcane,2069.33,Harvest,2023-04-17,88
groundnut,294.35,Harvest,2023-05-10,11
cotton,8073.18,Investment,2022-08-09,85
goat,7711.06,Harvest,2022-12-16,44
cows,7353.61,Investment,2022-04-04,79
millets,9713.91,Investment,2024-04-13,19
buffalo,244.36,Investment,2024-04-06,48
horse,1442.32,Harvest,2022-03-30,2
goat,9438.33,Harvest,2024-05-13,78
tractor,2180.35,Harvest,2022-07-31,81
groundnut,5802.09,Harvest,2022-05-08,31
duck,5707.66,Investment,2022-09-20,55
irrigation system,4641.59,Harvest,2023-08-29,5
duck,1746.49,Harvest,2023-02-23,21
sugarcane,1732.86,Investment,2022-01-13,95
maize,6670.88,Harvest,2023-09-17,17
coconut,7692.59,Harvest,2022-04-26,1
poultry,1299.73,Harvest,2022-03-06,88
hen,4222.64,Investment,2022-11-26,60
groundnut,9258.34,Harvest,2022-09-02,96
horse,775.85,Investment,2022-07-19,16
vegetable,9415.7,Investment,2023-06-26,73
turkey,8411.22,Investment,2023-11-14,11
vegetable,7076.59,Investment,2023-10-29,19
vegetable,2175.8,Harvest,2023-06-23,20
sugarcane,3645.25,Investment,2022-02-01,44
harvester,9408.51,Investment,2022-10-26,19
cows,6311.42,Investment,2024-03-16,30
goats,4184.0,Investment,2023-05-04,98
coconut,9292.27,Investment,2022-04-08,91
turkey,3977.59,Harvest,2023-03-15,13
horse,9252.67,Investment,2023-02-22,61
coconut,9558.96,Investment,2024-05-11,12
cotton,7670.94,Investment,2022-09-06,98
rubber,2600.99,Harvest,2022-11-15,53
harvester,7720.65,Harvest,2022-03-28,94
buffalo,7022.36,Investment,2023-03-24,83
cow,759.27,Investment,2022-10-30,20
vegetable,2489.25,Investment,2023-07-24,47
millets,7686.64,Investment,2023-02-28,90
goat,3272.95,Harvest,2023-11-22,49
seed drill,1968.29,Harvest,2023-11-18,32
rubber,5907.24,Harvest,2022-04-02,65
goat,9244.5,Investment,2023-10-19,59
poultry,2718.05,Investment,2022-04-15,33
vegetable,4281.41,Harvest,2023-09-05,58
plough,8520.68,Investment,2022-12-06,72
wheat,7051.92,Investment,2022-12-03,44
tea,4893.24,Harvest,2023-12-16,20
fertilizer spreader,8417.76,Investment,2022-04-04,79
goats,1205.57,Harvest,2024-01-29,77
irrigation system,8261.37,Harvest,2024-06-15,25
pig,2656.32,Harvest,2022-12-04,14
seed drill,3594.03,Harvest,2022-10-16,44
maize,8797.77,Harvest,2022-10-18,98
fertilizer spreader,5619.06,Investment,2022-07-22,32
groundnut,8087.59,Harvest,2024-05-18,98
groundnut,6795.0,Harvest,2023-03-31,61
vegetable,2327.24,Harvest,2024-05-27,44
irrigation system,1601.59,Harvest,2022-07-07,33
hen,136.58,Investment,2024-06-13,19
fertilizer spreader,1889.69,Investment,2023-02-21,61
maize,4512.35,Investment,2022-10-22,35
tea,3112.54,Harvest,2022-04-01,74
goat,2734.52,Investment,2024-06-12,31
horse,3097.95,Investment,2023-11-01,6
harvester,9252.45,Harvest,2022-03-04,100
fish,374.71,Investment,2023-04-05,61
tractor,8228.08,Investment,2022-05-05,71
tractor,4827.89,Harvest,2023-01-11,44
seed drill,1572.37,Investment,2023-01-25,17
rubber,8578.63,Investment,2022-05-15,45
coconut,4662.19,Investment,2022-10-19,80
groundnut,6287.53,Investment,2022-01-03,75
hen,3849.74,Investment,2024-04-07,73
horse,5151.17,Harvest,2023-10-12,61
coconut,4283.05,Harvest,2023-11-07,14
tractor,1987.3,Investment,2022-10-11,3
poultry,1394.06,Investment,2023-04-29,44
fruit,1718.41,Harvest,2023-08-02,67
horse,2796.35,Harvest,2023-06-30,46
harvester,3219.72,Investment,2024-06-18,35
cow,6169.33,Harvest,2022-12-25,8
fruit,3516.1,Investment,2023-06-28,7
buffalo,6785.67,Investment,2023-04-28,56
millets,6982.08,Harvest,2023-08-28,94
cotton,270.55,Investment,2022-03-26,55
pulses,9124.69,Harvest,2022-01-15,31
maize,1873.37,Harvest,2023-09-29,30
vegetable,6236.48,Investment,2024-02-22,82
groundnut,2570.62,Harvest,2024-03-29,53
buffalo,6436.45,Investment,2024-04-29,48
irrigation system,514.78,Harvest,2022-06-28,34
goats,7668.99,Harvest,2023-05-14,75
cotton,3157.18,Harvest,2022-05-15,57
cotton,507.82,Harvest,2023-03-01,41
sugarcane,5537.23,Harvest,2024-03-07,17
fruit,9791.81,Harvest,2023-02-26,40
cows,682.42,Investment,2023-08-17,4
cow,9276.61,Harvest,2023-07-15,57
rice,9310.56,Harvest,2023-12-21,63
goats,4576.05,Harvest,2024-04-24,38
rice,7496.7,Harvest,2024-02-24,87
irrigation system,3491.73,Investment,2023-10-14,80
buffalo,7556.94,Investment,2022-08-27,78
goat,3402.43,Investment,2022-01-20,98
coffee,7853.08,Harvest,2022-05-31,11
millets,1759.09,Investment,2024-02-10,70
irrigation system,1094.78,Investment,2023-10-20,11
irrigation system,2997.24,Investment,2022-02-21,5
sheep,8930.28,Investment,2024-04-04,30
sprayer,9554.09,Harvest,2022-06-22,84
sugarcane,2529.74,Investment,2024-06-07,31
groundnut,6392.32,Harvest,2023-12-09,61
goat,8327.98,Investment,2023-08-05,45
sprayer,3334.54,Harvest,2024-05-17,9
goats,6485.26,Investment,2022-10-18,42
sugarcane,8437.24,Investment,2023-07-13,60
tea,9445.19,Harvest,2023-02-18,11
pulses,6654.68,Harvest,2022-02-23,96
rice,8304.93,Harvest,2022-11-13,57
sugarcane,9680.62,Harvest,2023-07-04,77
fertilizer spreader,6107.18,Harvest,2024-06-10,91
pulses,6034.66,Harvest,2023-05-21,20
fertilizer spreader,9223.39,Harvest,2024-04-28,78
fruit,6648.86,Harvest,2024-06-03,36
rice,5740.99,Harvest,2023-10-16,49
sprayer,6553.87,Harvest,2023-04-07,69
millets,470.36,Investment,2023-11-20,92
turkey,6080.34,Investment,2022-09-19,8
sugarcane,5165.17,Harvest,2024-02-17,79
hen,2881.09,Harvest,2023-07-05,99
tea,4240.67,Harvest,2023-03-19,29
fertilizer spreader,5365.99,Harvest,2023-06-16,98
coffee,7982.72,Investment,2022-08-13,93
maize,7624.04,Investment,2022-09-23,38
coffee,6316.04,Investment,2023-02-08,43
tea,8397.67,Harvest,2023-05-23,16
duck,4128.49,Harvest,2024-06-01,72
seed drill,8440.54,Investment,2022-11-07,13
fertilizer spreader,9163.94,Investment,2023-01-15,88
irrigation system,140.54,Investment,2024-04-18,12
cotton,2402.23,Investment,2023-07-20,34
poultry,2302.03,Investment,2022-09-28,76
duck,7655.23,Harvest,2024-03-08,98
cows,2953.36,Investment,2024-06-18,74
rubber,5393.94,Harvest,2022-06-04,52
buffalo,2184.7,Investment,2023-06-03,47
pig,9280.43,Harvest,2022-03-25,72
seed drill,1823.66,Harvest,2022-07-19,16
fruit,7798.78,Harvest,2022-07-29,10
irrigation system,5111.4,Harvest,2024-03-01,89
cotton,3841.55,Investment,2023-06-09,44
wheat,1408.08,Investment,2024-03-21,62
buffalo,2231.25,Harvest,2023-10-03,27
fruit,4888.8,Harvest,2023-12-27,14
sugarcane,7239.76,Harvest,2022-03-31,61
rice,2855.38,Investment,2023-10-07,47
pig,9236.43,Harvest,2023-12-09,52
fertilizer spreader,6725.96,Harvest,2024-04-01,90
horse,8998.29,Investment,2023-08-24,83
rice,8428.89,Harvest,2023-12-14,27
cotton,962.69,Investment,2022-09-27,27
sugarcane,8052.42,Investment,2024-02-22,20
fruit,4938.46,Harvest,2022-07-04,43
buffalo,9134.67,Harvest,2022-03-07,35
wheat,6841.45,Harvest,2023-03-06,57
coffee,5862.13,Harvest,2022-06-01,26
turkey,8019.11,Investment,2024-01-14,100
rubber,6462.43,Investment,2022-07-27,18
groundnut,3912.72,Investment,2022-06-26,1
